"Suburb","Address","Rooms","Type","Method","Seller","Date","Distance","Postcode","Bedroom","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Latitude","Longtitude","Regionname","Propertycount","ParkingArea","Price"
"Hadfield","2/3 Surrey St",2,"Unit","SP","Peter","10/9/16",12.1,3046,2,1,2,198,96,2010,"Moreland City Council",-37.7132,144.9488,"Northern",2606,"Outdoor Stall",487000
"Hadfield","115 West St",4,"House","S","Barry","10/9/16",12.1,3046,2,2,2,700,168,1950,"Moreland City Council",-37.7056,144.9384,"Northern",2606,"Parking Pad",700000
"Hadfield","148 West St",4,"House","S","YPA","10/9/16",12.1,3046,4,2,1,462,161,1970,"Moreland City Council",-37.7062,144.9387,"Northern",2606,"Carport",600500
"Hampton","4 Bendigo St",4,"House","VB","Hodges","10/9/16",13.7,3188,4,3,3,760,325,1920,"Bayside City Council",-37.9326,144.9997,"Southern",5454,"Detached Garage",3200000
"Hampton","43 Fewster Rd",4,"House","PI","Hodges","10/9/16",13.7,3188,4,3,2,398,220,2014,"Bayside City Council",-37.9381,145.0161,"Southern",5454,"Attached Garage",1250000
"Hampton","30 Holyrood St",4,"House","S","RT","10/9/16",13.7,3188,3,3,2,560,160.2800156,1970,"Bayside City Council",-37.9333,144.9977,"Southern",5454,"Indoor",2420000
"Hampton","54 Linacre Rd",4,"House","PI","hockingstuart","10/9/16",13.7,3188,4,3,4,615,248,1925,"Bayside City Council",-37.9429,145.0072,"Southern",5454,"Parkade",2000000
"Hampton","22 Margarita St",4,"House","S","Marshall","10/9/16",13.7,3188,4,3,2,687,160.2800156,1970,"Bayside City Council",-37.9312,144.9997,"Southern",5454,"Underground",2880000
"Hampton","42 Myrtle Rd",5,"House","S","Buxton","10/9/16",13.7,3188,4,2,2,700,224,1950,"Bayside City Council",-37.9419,145.0156,"Southern",5454,"Outdoor Stall",1805000
"Hawthorn","16/557 Glenferrie Rd",1,"Unit","VB","Jellis","10/9/16",4.6,3122,1,1,1,3132,160.2800156,1970,"Boroondara City Council",-37.8276,145.0342,"Southern",11308,"Detached Garage",335000
"Hawthorn","8/32 Liddiard St",2,"Unit","SP","Jellis","10/9/16",4.6,3122,2,1,1,557,52,1970,"Boroondara City Council",-37.8192,145.0385,"Southern",11308,"Indoor",440000
"Hawthorn","8/1 Muir St",3,"Unit","PI","Kay","10/9/16",4.6,3122,3,3,2,557,145,1999,"Boroondara City Council",-37.8144,145.0153,"Southern",11308,"Parkade",1000000
"Hawthorn","69 Power St",4,"House","S","Marshall","10/9/16",4.6,3122,4,2,7,557,160.2800156,1970,"Boroondara City Council",-37.8187,145.0272,"Southern",11308,"Underground",2610000
"Hawthorn","188f Riversdale Rd",2,"Unit","VB","LITTLE","10/9/16",4.6,3122,3,2,2,557,160.2800156,1970,"Boroondara City Council",-37.8299,145.0422,"Southern",11308,"Carport",680000
"Hawthorn","6 Salisbury Gr",3,"House","S","Marshall","10/9/16",4.6,3122,3,1,1,383,109,1910,"Boroondara City Council",-37.8155,145.0385,"Southern",11308,"Attached Garage",1741000
"Hawthorn","18 Violet Gr",3,"House","S","Jellis","10/9/16",4.6,3122,3,2,1,373,160.2800156,1970,"Boroondara City Council",-37.8281,145.0391,"Southern",11308,"Parkade",2325000
"Heidelberg Heights","36 Southern Rd",4,"House","S","hockingstuart","10/9/16",10.5,3081,2,2,3,510,160.2800156,1970,"Banyule City Council",-37.7427,145.0547,"Eastern",2947,"Carport",758500
"Hughesdale","4/89 Kangaroo Rd",2,"Unit","S","Ray","10/9/16",13,3166,2,1,1,101,90,1970,"Monash City Council",-37.8988,145.0781,"Southern",3145,"Attached Garage",623000
"Hughesdale","3 Paget St",4,"House","S","Woodards","10/9/16",13,3166,4,2,2,847,315,1925,"Monash City Council",-37.8927,145.0781,"Southern",3145,"Indoor",2120000
"Ivanhoe","24 Dalveen Rd",2,"House","S","Buckingham","10/9/16",7.9,3079,2,1,1,557,78,1955,"Banyule City Council",-37.7568,145.0355,"Eastern",5549,"Parkade",1020000
"Ivanhoe","15 Fairy St",3,"House","S","Miles","10/9/16",7.9,3079,3,1,1,614,160.2800156,1970,"Banyule City Council",-37.7768,145.0409,"Eastern",5549,"Underground",1796000
"Ivanhoe","5/22 Oriel Rd",2,"House","S","Haughton","10/9/16",7.9,3079,2,1,1,221,160.2800156,1970,"Banyule City Council",-37.7654,145.036,"Eastern",5549,"Outdoor Stall",790000
"Ivanhoe","5 Stanley St",3,"House","S","William","10/9/16",7.9,3079,3,1,2,630,126,1960,"Banyule City Council",-37.7635,145.039,"Eastern",5549,"Carport",1465000
"Kealba","18 Longford Ct",4,"House","S","YPA","10/9/16",15,3021,4,2,2,558,160.2800156,1970,"Brimbank City Council",-37.7369,144.8252,"Western",1202,"Detached Garage",570000
"Keilor East","4a Cohen St",3,"House","S","Alexkarbon","10/9/16",12.8,3033,3,1,1,412,133,2003,"Brimbank City Council",-37.7459,144.8643,"Western",5629,"Indoor",583000
"Keilor East","45 Nyah St",4,"House","S","Rendina","10/9/16",12.8,3033,3,2,2,603,160.2800156,1975,"Brimbank City Council",-37.7323,144.8683,"Western",5629,"Parkade",920000
"Kensington","41 Barnett St",3,"House","S","Nelson","10/9/16",4.2,3031,3,1,0,239,135,1910,"Melbourne City Council",-37.7923,144.9324,"Northern",5263,"Carport",1165000
"Kensington","11 Nottingham St",5,"House","PI","Nelson","10/9/16",4.2,3031,5,2,2,566,270,1890,"Melbourne City Council",-37.7893,144.933,"Northern",5263,"Detached Garage",1710000
"Kew","23 Campbell St",3,"House","S","Noel","10/9/16",5.6,3101,3,2,2,426,160.2800156,1970,"Boroondara City Council",-37.8012,145.0514,"Southern",10331,"Indoor",1875000
"Kew","16 Charles St",5,"House","S","RT","10/9/16",5.6,3101,5,2,2,815,160.2800156,1970,"Boroondara City Council",-37.8118,145.035,"Southern",10331,"Parkade",2850000
"Kew","4 Franks Gr",4,"House","S","Jellis","10/9/16",5.6,3101,4,2,2,603,220,1930,"Boroondara City Council",-37.8095,145.0391,"Southern",10331,"Detached Garage",2550000
"Kew","8 Merrion Pl",3,"House","SP","Jellis","10/9/16",5.6,3101,3,2,1,392,426,2015,"Boroondara City Council",-37.8081,145.0263,"Southern",10331,"Attached Garage",1878000
"Maidstone","11 Madden St",4,"House","S","Burnham","10/9/16",9.2,3012,3,2,1,647,160.2800156,1920,"Maribyrnong City Council",-37.79,144.8815,"Western",3873,"Carport",1048000
"Malvern East","349 Waverley Rd",5,"House","PI","RT","10/9/16",11.2,3145,5,3,2,751,160.2800156,1934,"Stonnington City Council",-37.8775,145.0622,"Southern",8801,"Detached Garage",1810000
"Malvern East","14/410 Waverley Rd",3,"Townhouse","S","Jellis","10/9/16",11.2,3145,3,2,2,557,138,2000,"Stonnington City Council",-37.8782,145.0649,"Southern",8801,"Attached Garage",922000
"Maribyrnong","44 Blair St",2,"Townhouse","S","Biggin","10/9/16",8.7,3032,2,1,2,53,71,2000,"Maribyrnong City Council",-37.7736,144.8798,"Western",4918,"Parkade",410000
"Maribyrnong","4 Kallara Gr",5,"House","VB","Nelson","10/9/16",8.7,3032,5,2,2,330,160.2800156,1970,"Maribyrnong City Council",-37.7859,144.8898,"Western",4918,"Carport",930000
"Maribyrnong","28 Kellaway St",3,"House","SP","Biggin","10/9/16",8.7,3032,3,1,2,689,110,1920,"Maribyrnong City Council",-37.7823,144.887,"Western",4918,"Detached Garage",920000
"Maribyrnong","33 Newstead St",3,"House","S","Nelson","10/9/16",8.7,3032,3,2,2,645,211,1900,"Maribyrnong City Council",-37.7662,144.8971,"Western",4918,"Attached Garage",1320000
"Maribyrnong","4 Platypus Ct",5,"House","SP","Biggin","10/9/16",8.7,3032,5,3,2,446,286,2002,"Maribyrnong City Council",-37.7712,144.8763,"Western",4918,"Indoor",1150000
"Maribyrnong","9 Rylie La",3,"House","SP","Biggin","10/9/16",8.7,3032,3,2,2,225,160.2800156,1970,"Maribyrnong City Council",-37.7699,144.8791,"Western",4918,"Carport",680000
"Melbourne","1615/250 Elizabeth St",1,"Unit","S","Dingle","10/9/16",2.8,3000,1,1,0,557,64,1976,"Melbourne City Council",-37.8127,144.9627,"Northern",17496,"Detached Garage",386000
"Melbourne","49/2 Exhibition St",1,"Unit","S","Harcourts","10/9/16",2.8,3000,1,1,1,557,59,2006,"Melbourne City Council",-37.8157,144.9727,"Northern",17496,"Attached Garage",659000
"Moonee Ponds","4 Addison St",4,"House","S","Jellis","10/9/16",6.9,3039,3,2,1,431,152,1906,"Moonee Valley City Council",-37.7702,144.9268,"Western",6232,"Outdoor Stall",1530000
"Moonee Ponds","1 Athol St",4,"House","PI","Brad","10/9/16",6.9,3039,4,2,2,447,160.2800156,1880,"Moonee Valley City Council",-37.7704,144.9199,"Western",6232,"Parking Pad",1350000
"Moonee Ponds","1/31 Holberg St",3,"House","S","Jellis","10/9/16",6.9,3039,3,2,2,214,111,1997,"Moonee Valley City Council",-37.7709,144.9334,"Western",6232,"Carport",832000
"Moonee Ponds","5/3 Lennox St",2,"Unit","VB","Nelson","10/9/16",6.9,3039,2,1,1,557,82,1950,"Moonee Valley City Council",-37.7701,144.9079,"Western",6232,"Detached Garage",420000
"Moonee Ponds","25 Mantell St",4,"House","S","Rendina","10/9/16",6.9,3039,4,4,2,636,308,1900,"Moonee Valley City Council",-37.7629,144.9157,"Western",6232,"Attached Garage",2400000
"Moonee Ponds","106/26 Shuter St",3,"Unit","S","Jellis","10/9/16",6.9,3039,2,2,1,557,115,2001,"Moonee Valley City Council",-37.7672,144.9209,"Western",6232,"Indoor",565000
"Moonee Ponds","3/16 Turner St",2,"Unit","VB","Woodards","10/9/16",6.9,3039,2,1,1,557,85,1990,"Moonee Valley City Council",-37.7617,144.9367,"Western",6232,"Parkade",550000
"Moonee Ponds","50 Wilson St",4,"House","S","Nelson","10/9/16",6.9,3039,3,1,3,477,146,1910,"Moonee Valley City Council",-37.7632,144.9292,"Western",6232,"Underground",1211000
"Moorabbin","14 Avon St",3,"House","S","Buxton","10/9/16",14.6,3189,3,1,1,603,112,1960,"Kingston City Council",-37.9404,145.0464,"Southern",2555,"Outdoor Stall",987000
"Moorabbin","15 Genoa St",3,"House","S","Hodges","10/9/16",14.6,3189,3,2,1,534,104,1960,"Kingston City Council",-37.9426,145.0568,"Southern",2555,"Parking Pad",937000
"Moorabbin","5 Schofield St",4,"House","S","McGrath","10/9/16",14.6,3189,4,2,1,720,218,1950,"Kingston City Council",-37.9394,145.0408,"Southern",2555,"Carport",1426000
"Newport","79 Blackshaws Rd",4,"House","PI","Sweeney","10/9/16",8.4,3015,3,3,2,217,195,1970,"Hobsons Bay City Council",-37.8344,144.8764,"Western",5498,"Detached Garage",860000
"Newport","83 Challis St",5,"House","S","Williams","10/9/16",8.4,3015,5,3,2,681,160.2800156,1970,"Hobsons Bay City Council",-37.8426,144.8731,"Western",5498,"Attached Garage",1220000
"Newport","39 Elizabeth St",3,"House","SP","Williams","10/9/16",8.4,3015,3,1,1,307,160.2800156,1970,"Hobsons Bay City Council",-37.8389,144.8779,"Western",5498,"Indoor",930000
"Niddrie","2/49 Hamilton St",2,"Townhouse","S","Harcourts","10/9/16",11.2,3042,2,1,1,237,160.2800156,1970,"Moonee Valley City Council",-37.74,144.8851,"Western",2291,"Parkade",617500
"North Melbourne","331 Flemington Rd",4,"House","S","McDonald","10/9/16",2.3,3051,3,2,1,246,160.2800156,1970,"Melbourne City Council",-37.7914,144.9439,"Northern",6821,"Underground",1330000
"Northcote","91 Arthurton Rd",3,"House","S","Nelson","10/9/16",5.5,3070,3,2,1,259,156,1910,"Darebin City Council",-37.7687,144.9922,"Northern",11364,"Detached Garage",1255000
"Northcote","9/162 Clarke St",2,"Unit","S","Nelson","10/9/16",5.5,3070,2,1,1,557,160.2800156,1970,"Darebin City Council",-37.7765,144.996,"Northern",11364,"Attached Garage",601000
"Northcote","122 Emmaline St",2,"House","S","Nelson","10/9/16",5.5,3070,2,1,2,347,115,1935,"Darebin City Council",-37.763,144.9886,"Northern",11364,"Indoor",1020000
"Northcote","12/20 Ross St",1,"Unit","S","Nelson","10/9/16",5.5,3070,1,1,2,557,55,1970,"Darebin City Council",-37.7842,144.9991,"Northern",11364,"Carport",435000
"Northcote","20 Salisbury Gr",2,"House","PI","McGrath","10/9/16",5.5,3070,2,1,1,136,78,2000,"Darebin City Council",-37.7651,145.0027,"Northern",11364,"Detached Garage",790000
"Northcote","124a Victoria Rd",3,"House","S","Barry","10/9/16",5.5,3070,2,1,2,497,160.2800156,1970,"Darebin City Council",-37.7739,145.0114,"Northern",11364,"Attached Garage",990000
"Northcote","3/162 Westgarth St",2,"Unit","S","Love","10/9/16",5.5,3070,2,1,2,557,65,2000,"Darebin City Council",-37.7828,145.0096,"Northern",11364,"Indoor",605000
"Oak Park","5/4 Ethel St",3,"Unit","S","Jason","10/9/16",11.5,3046,3,1,1,557,160.2800156,1970,"Moreland City Council",-37.7233,144.9168,"Northern",2651,"Underground",358500
"Oak Park","7 Pines Gr",4,"House","S","Brad","10/9/16",11.5,3046,3,1,1,553,137,1960,"Moreland City Council",-37.7161,144.9165,"Northern",2651,"Outdoor Stall",690000
"Oakleigh South","9 Wicks Ct",4,"House","S","Ray","10/9/16",14.7,3167,4,2,2,581,160.2800156,1970,"Kingston City Council",-37.9355,145.0979,"South-Eastern",3692,"Detached Garage",881500
"Pascoe Vale","157 Cumberland Rd",4,"House","VB","Brad","10/9/16",9.9,3044,4,1,3,683,160.2800156,1970,"Moreland City Council",-37.7251,144.9394,"Northern",7485,"Indoor",730000
"Pascoe Vale","34 Essex St",3,"House","S","Brad","10/9/16",9.9,3044,3,1,1,406,103,1960,"Moreland City Council",-37.7269,144.9447,"Northern",7485,"Parkade",775000
"Port Melbourne","4/200 Bay St",2,"Unit","S","Biggin","10/9/16",3.8,3207,2,2,1,557,83,2000,"Melbourne City Council",-37.8392,144.9421,"Southern",8648,"Carport",655000
"Port Melbourne","404 Bay St",2,"House","S","hockingstuart","10/9/16",3.8,3207,2,1,1,131,160.2800156,1970,"Melbourne City Council",-37.8352,144.9458,"Southern",8648,"Detached Garage",1016500
"Port Melbourne","44 Cruikshank St",2,"House","S","RT","10/9/16",3.8,3207,2,1,1,195,94,1900,"Melbourne City Council",-37.8395,144.9462,"Southern",8648,"Indoor",1350000
"Port Melbourne","95 Heath St",3,"House","S","Greg","10/9/16",3.8,3207,3,2,2,241,131,1900,"Melbourne City Council",-37.8346,144.9448,"Southern",8648,"Carport",1560000
"Port Melbourne","37/85 Rouse St",2,"Unit","PI","RT","10/9/16",3.8,3207,2,2,1,557,160.2800156,2003,"Melbourne City Council",-37.8435,144.9415,"Southern",8648,"Attached Garage",1035000
"Port Melbourne","133/95 Rouse St",2,"Unit","S","RT","10/9/16",3.8,3207,2,2,1,557,160.2800156,2003,"Melbourne City Council",-37.8435,144.9415,"Southern",8648,"Carport",1070000
"Prahran","1 Chatsworth Rd",2,"House","PI","hockingstuart","10/9/16",4.5,3181,2,1,1,158,160.2800156,1970,"Stonnington City Council",-37.8531,145.0063,"Southern",7717,"Attached Garage",1090000
"Prahran","79 Chomley St",3,"House","S","Jellis","10/9/16",4.5,3181,2,1,1,189,160.2800156,1970,"Stonnington City Council",-37.8561,145.0056,"Southern",7717,"Indoor",1358000
"Prahran","4/10 Williams Rd",2,"Unit","PI","Biggin","10/9/16",4.5,3181,2,1,1,557,87,1960,"Stonnington City Council",-37.8581,145.0017,"Southern",7717,"Parkade",585000
"Preston","35 James St",4,"House","S","Ray","10/9/16",8.8,3072,4,2,2,1034,151,1950,"Darebin City Council",-37.7379,144.9851,"Northern",14577,"Carport",810000
"Preston","41 Kathleen St",3,"House","SP","Ray","10/9/16",8.8,3072,3,1,1,537,160.2800156,1970,"Darebin City Council",-37.737,145.0227,"Northern",14577,"Detached Garage",843000
"Preston","16 Opal St",2,"House","S","Nelson","10/9/16",8.8,3072,2,1,2,220,106,2005,"Darebin City Council",-37.7442,145.0168,"Northern",14577,"Attached Garage",600000
"Reservoir","3 Colthur St",3,"House","SP","Nelson","10/9/16",11.2,3073,3,1,3,620,114,1960,"Darebin City Council",-37.7099,144.9938,"Northern",21650,"Indoor",650000
"Reservoir","6/13 Fyfe St",2,"Townhouse","S","Ray","10/9/16",11.2,3073,2,1,1,159,70,2000,"Darebin City Council",-37.7059,145.0115,"Northern",21650,"Carport",416000
"Reservoir","15 Glenvale Rd",3,"House","VB","Barry","10/9/16",11.2,3073,3,1,2,492,160.2800156,1970,"Darebin City Council",-37.7205,144.9872,"Northern",21650,"Detached Garage",610000
"Reservoir","43 Gloucester St",3,"House","S","Barry","10/9/16",11.2,3073,3,2,2,634,160.2800156,1970,"Darebin City Council",-37.7199,144.9965,"Northern",21650,"Attached Garage",890000
"Reservoir","6/833 High St",3,"Unit","SP","Barry","10/9/16",11.2,3073,3,1,1,557,63,1970,"Darebin City Council",-37.7272,145.0057,"Northern",21650,"Indoor",301000
"Reservoir","43 Kingsley Rd",3,"House","S","Nelson","10/9/16",11.2,3073,2,1,3,560,110,1950,"Darebin City Council",-37.721,144.9885,"Northern",21650,"Parkade",865000
"Reservoir","3/16 McComas St",2,"Unit","S","Barry","10/9/16",11.2,3073,2,1,1,140,160.2800156,2011,"Darebin City Council",-37.7285,145.0242,"Northern",21650,"Detached Garage",436000
"Reservoir","104 Royal Pde",4,"House","PI","Ray","10/9/16",11.2,3073,4,1,2,650,160.2800156,1965,"Darebin City Council",-37.7126,145.015,"Northern",21650,"Indoor",650000
"Reservoir","7/47 Storey Rd",2,"Unit","S","Love","10/9/16",11.2,3073,2,1,1,137,160.2800156,1970,"Darebin City Council",-37.7241,145.0114,"Northern",21650,"Carport",432000
"Reservoir","96 Whitelaw St",3,"House","PI","Ray","10/9/16",11.2,3073,3,1,1,700,98,1950,"Darebin City Council",-37.7125,145.022,"Northern",21650,"Detached Garage",650000
"Richmond","229/253 Bridge Rd",1,"Unit","SP","Biggin","10/9/16",2.6,3121,1,1,1,3516,56,2011,"Yarra City Council",-37.8183,144.9979,"Northern",14949,"Indoor",439000
"Richmond","12/200 Brighton St",2,"Unit","S","Jellis","10/9/16",2.6,3121,2,1,2,557,68,1997,"Yarra City Council",-37.8333,144.998,"Northern",14949,"Parkade",695000
"Richmond","6/33 Goodwood St",2,"Unit","S","Marshall","10/9/16",2.6,3121,2,1,1,557,61,1970,"Yarra City Council",-37.8198,144.996,"Northern",14949,"Outdoor Stall",512000
"Richmond","2/175 Kent St",2,"Townhouse","S","Jellis","10/9/16",2.6,3121,2,1,1,92,115,1970,"Yarra City Council",-37.815,145.008,"Northern",14949,"Parking Pad",855000
"Richmond","503/6 Lord St",2,"Unit","S","Jellis","10/9/16",2.6,3121,3,2,2,557,95,2013,"Yarra City Council",-37.8198,145.005,"Northern",14949,"Carport",1040000
"Richmond","5/285 Punt Rd",1,"Unit","S","Jellis","10/9/16",2.6,3121,1,1,1,557,1,1970,"Yarra City Council",-37.8214,144.9896,"Northern",14949,"Detached Garage",342000
"Richmond","508/18 Tanner St",1,"Unit","S","hockingstuart","10/9/16",2.6,3121,1,1,1,557,50,2004,"Yarra City Council",-37.8231,144.9906,"Northern",14949,"Attached Garage",681000
"Rosanna","48 Grove Rd",3,"House","S","Miles","10/9/16",11.4,3084,3,2,1,608,160.2800156,1970,"Banyule City Council",-37.7439,145.0688,"Eastern",3540,"Indoor",1155000
"Rosanna","16/77 St James Rd",2,"Townhouse","S","Nelson","10/9/16",11.4,3084,2,1,1,83,89,1990,"Banyule City Council",-37.747,145.07,"Eastern",3540,"Underground",531000
"South Melbourne","126/69 Dorcas St",3,"Unit","S","Greg","10/9/16",2.1,3205,3,2,2,557,160.2800156,2001,"Port Phillip City Council",-37.8311,144.9679,"Southern",5943,"Parking Pad",862000
"South Yarra","1/35 Marne St",3,"Unit","PI","Jellis","10/9/16",3.3,3141,3,1,1,557,160.2800156,1970,"Melbourne City Council",-37.8359,144.9839,"Southern",14887,"Carport",1630000
"Southbank","1712/39 Coventry St",2,"Unit","PI","Dingle","10/9/16",1.2,3006,2,1,1,2121,160.2800156,2013,"Melbourne City Council",-37.8295,144.9692,"Southern",8400,"Attached Garage",485000
"Spotswood","47 Hudsons Rd",3,"House","S","Jas","10/9/16",7.7,3015,3,1,2,472,95,1950,"Hobsons Bay City Council",-37.8302,144.8885,"Western",1223,"Indoor",1080000
"St Kilda","5/72 Barkly St",1,"Unit","SP","Buxton","10/9/16",6.1,3182,1,1,1,1286,160.2800156,1975,"Port Phillip City Council",-37.8621,144.9823,"Southern",13240,"Parkade",395000
"St Kilda","9/12 Charnwood Rd",2,"Unit","S","Rodney","10/9/16",6.1,3182,2,1,2,1676,160.2800156,1970,"Port Phillip City Council",-37.8585,144.9852,"Southern",13240,"Underground",560000
"St Kilda","3/19 Herbert St",2,"Unit","PI","Marshall","10/9/16",6.1,3182,2,1,1,1034,55,1950,"Port Phillip City Council",-37.8717,144.9829,"Southern",13240,"Detached Garage",520000
"St Kilda","7 Robe St",3,"House","S","Marshall","10/9/16",6.1,3182,3,2,0,367,160.2800156,1868,"Port Phillip City Council",-37.8658,144.9766,"Southern",13240,"Attached Garage",2720000
"St Kilda","25/69 Wellington St",2,"Unit","PI","McGrath","10/9/16",6.1,3182,2,1,1,557,160.2800156,1970,"Port Phillip City Council",-37.8568,144.9873,"Southern",13240,"Parkade",542500
"Strathmore","27 Henshall Rd",3,"House","S","Considine","10/9/16",9.7,3041,3,2,1,606,159,1950,"Moonee Valley City Council",-37.7378,144.9168,"Western",3284,"Carport",1330000
"Strathmore","8 Woodland St",3,"House","S","Considine","10/9/16",9.7,3041,3,2,2,1781,160.2800156,1970,"Moonee Valley City Council",-37.7439,144.9331,"Western",3284,"Attached Garage",1200000
"Sunshine","17 Hampshire Rd",3,"House","S","Douglas","10/9/16",12.6,3020,3,1,1,542,160.2800156,1950,"Brimbank City Council",-37.7949,144.8303,"Western",3755,"Indoor",702000
